miRNA_ID	p1normal_read_count	p2normal_read_count	p3normal_read_count	p4normal_read_count	p1tumor_read_count	p2tumor_read_count	p3tumor_read_count	p4tumor_read_count
hsa-mir-4757	2	0	1	0	0	0	1	0
hsa-mir-4758	1	0	0	1	0	0	0	0
hsa-mir-4759	0	0	0	0	0	0	0	0
hsa-mir-4760	0	0	0	0	0	0	0	0
hsa-mir-4761	0	0	0	0	0	0	0	0
hsa-mir-4762	0	0	0	0	0	0	2	0
hsa-mir-4763	0	0	1	2	0	0	0	0
hsa-mir-4764	0	0	0	0	0	0	0	0
hsa-mir-4765	0	0	0	0	0	0	0	0
hsa-mir-4766	0	0	0	0	0	2	2	0
hsa-mir-4767	0	0	0	0	0	0	0	0
hsa-mir-4768	0	0	0	0	0	0	0	0
hsa-mir-4769	0	0	0	0	0	0	0	0
hsa-mir-4770	0	0	0	1	2	2	0	0
hsa-mir-4771-1	0	0	0	0	0	0	0	0
hsa-mir-4771-2	0	0	0	0	0	0	0	0
hsa-mir-4772	4	7	14	6	5	14	7	3
hsa-mir-4773-1	0	0	0	0	0	0	0	0
hsa-mir-4773-2	0	0	1	0	0	0	0	0
hsa-mir-4774	0	0	0	0	0	0	0	0
hsa-mir-4775	0	0	0	0	0	0	0	0
hsa-mir-4776-1	0	0	0	0	0	0	0	0
hsa-mir-4776-2	0	0	0	0	0	0	0	0
hsa-mir-4777	0	0	0	0	0	0	1	0
hsa-mir-4778	0	0	0	0	0	0	0	0
hsa-mir-4779	0	0	0	0	0	0	0	0
hsa-mir-4780	0	2	0	2	0	0	0	0
hsa-mir-4781	1	0	0	0	1	0	0	1
hsa-mir-4782	0	0	0	0	0	0	0	0
hsa-mir-4783	0	0	0	0	0	0	0	0
hsa-mir-4784	0	1	3	1	1	0	1	1
hsa-mir-4785	0	0	0	0	1	0	0	0
hsa-mir-4786	0	1	1	4	0	1	0	0
hsa-mir-4787	3	2	1	2	0	0	0	0
hsa-mir-4788	0	0	0	0	0	0	1	0
hsa-mir-4789	0	0	0	0	0	0	0	0
hsa-mir-4790	0	0	0	0	0	0	0	0
hsa-mir-4791	0	0	0	0	3	2	1	2
hsa-mir-4792	0	0	0	0	0	0	0	0
hsa-mir-4793	0	0	0	0	0	0	0	0
hsa-mir-4794	0	0	0	0	0	0	0	0
hsa-mir-4795	0	0	0	0	0	0	1	0
hsa-mir-4796	0	0	0	0	0	0	0	0
hsa-mir-4797	0	0	1	0	2	1	0	1
hsa-mir-4798	0	0	0	0	0	0	0	0
hsa-mir-4799	0	1	0	2	0	0	0	0
hsa-mir-4800	1	0	0	4	1	0	0	0
hsa-mir-4801	0	0	0	0	0	0	0	0
hsa-mir-4802	0	0	0	0	0	0	0	0
hsa-mir-4803	0	0	0	0	0	0	0	0
hsa-mir-4804	0	0	0	0	0	0	0	0
hsa-mir-483	17	8	9	44	1	4	2	1
hsa-mir-484	189	120	288	395	47	129	79	44
hsa-mir-485	30	9	15	41	4	5	5	0
hsa-mir-486-1	1866	2077	1225	2920	58	70	47	25
hsa-mir-486-2	1989	2123	1185	2981	57	71	42	14
hsa-mir-487a	6	2	5	8	1	2	0	0
hsa-mir-487b	1	2	8	5	9	17	7	3
hsa-mir-488	0	2	0	0	0	0	0	0
hsa-mir-489	0	0	0	0	1	1	0	0
hsa-mir-490	78	120	4	203	14	129	120	0
hsa-mir-491	1	4	2	13	6	1	6	1
hsa-mir-492	0	0	0	0	0	0	0	0
hsa-mir-493	1	5	5	10	25	24	22	5
hsa-mir-494	0	0	1	0	1	2	0	0
hsa-mir-495	1	1	0	1	13	4	9	7
hsa-mir-496	0	1	0	0	5	9	7	4
hsa-mir-497	11	19	19	34	30	65	23	8
hsa-mir-498	0	0	0	0	0	0	0	0
hsa-mir-4999	0	1	0	0	2	3	1	2
hsa-mir-499a	0	0	0	0	1	1	2	7
hsa-mir-499b	0	0	0	0	0	0	1	0
hsa-mir-5000	0	0	0	0	1	1	1	1
hsa-mir-5001	0	2	2	5	1	0	1	0
hsa-mir-5002	0	0	0	0	0	0	0	0
hsa-mir-5003	0	0	0	0	3	0	0	0
hsa-mir-5004	0	0	0	0	0	0	0	0
hsa-mir-5006	1	0	0	0	0	0	0	0
hsa-mir-5007	0	0	0	0	0	0	0	0
hsa-mir-5008	0	0	0	1	0	0	0	0
hsa-mir-5009	0	0	0	0	0	0	0	0
hsa-mir-500a	437	486	732	320	453	399	624	418
hsa-mir-500b	6	10	9	10	10	6	15	7
hsa-mir-501	157	194	213	81	65	72	118	44
hsa-mir-5010	4	7	0	3	1	0	1	0
hsa-mir-5011	0	0	0	0	0	0	0	0
hsa-mir-502	7	8	11	20	11	25	13	11
hsa-mir-503	3	3	10	2	26	29	21	5
hsa-mir-504	38	11	6	139	0	9	2	0
hsa-mir-5047	0	0	0	0	0	0	0	0
hsa-mir-505	94	57	200	253	54	88	115	43
hsa-mir-506	0	0	0	0	0	0	0	0
hsa-mir-507	0	0	0	0	0	0	0	0
hsa-mir-508	0	4	1	6	27	9	32	11
hsa-mir-5087	0	0	0	0	0	0	0	0
hsa-mir-5088	0	0	0	0	0	0	0	0
hsa-mir-5089	0	0	0	0	0	0	0	0
hsa-mir-509-1	2	0	1	1	8	3	7	5
hsa-mir-509-2	0	1	2	1	4	3	5	1
hsa-mir-509-3	1	3	2	1	7	5	5	5
hsa-mir-5090	4	1	0	1	0	0	1	0
hsa-mir-5091	0	1	1	17	1	0	0	0
hsa-mir-5092	0	0	0	0	0	0	2	0
hsa-mir-5093	0	0	0	0	0	0	0	1
hsa-mir-5094	0	0	0	0	0	1	0	0
hsa-mir-5095	0	0	0	0	0	0	0	0
hsa-mir-5096	0	0	0	0	0	0	0	0
hsa-mir-510	0	0	0	0	0	0	0	0
hsa-mir-5100	0	0	0	0	0	0	0	0
hsa-mir-511	3	2	11	1	13	17	26	5
hsa-mir-512-1	0	0	0	0	0	0	0	0
hsa-mir-512-2	0	0	0	0	0	0	0	0
hsa-mir-513a-1	0	0	0	0	0	0	0	0
hsa-mir-513a-2	0	0	0	0	0	0	0	0
hsa-mir-513b	0	0	0	0	0	0	0	0
hsa-mir-513c	0	0	0	0	1	0	1	0
hsa-mir-514a-1	0	0	0	0	1	0	3	0
hsa-mir-514a-2	0	0	0	0	3	0	2	0
hsa-mir-514a-3	0	0	0	0	4	1	3	1
hsa-mir-514b	0	0	0	0	0	0	0	0
hsa-mir-515-1	0	0	0	0	0	0	0	0
hsa-mir-515-2	0	0	0	0	0	0	0	0
hsa-mir-516a-1	0	0	0	0	0	0	0	0
hsa-mir-516a-2	0	0	0	0	0	0	0	0
hsa-mir-516b-1	0	0	0	0	0	0	0	0
hsa-mir-516b-2	0	0	0	0	0	0	0	0
hsa-mir-517a	0	0	0	0	1	0	0	0
hsa-mir-517b	0	0	0	0	1	0	0	0
hsa-mir-517c	0	0	0	0	0	0	0	0
hsa-mir-5186	0	0	0	0	0	0	0	0
hsa-mir-5187	2	3	8	3	1	1	3	0
hsa-mir-5188	0	0	0	0	0	0	0	1
hsa-mir-5189	0	0	0	0	0	0	0	0
hsa-mir-518a-1	0	0	0	0	0	0	0	0
hsa-mir-518a-2	0	0	0	0	0	0	0	0
hsa-mir-518b	0	0	0	0	0	0	0	0
hsa-mir-518c	0	0	0	0	0	1	1	0
hsa-mir-518d	0	0	0	0	0	0	0	0
hsa-mir-518e	0	0	0	0	0	0	0	0
hsa-mir-518f	0	0	0	0	0	0	0	0
hsa-mir-5190	0	0	0	0	0	0	0	0
hsa-mir-5191	0	0	0	0	0	0	0	0
hsa-mir-5192	0	0	0	0	0	0	0	0
hsa-mir-5193	2	0	0	2	0	0	0	0
hsa-mir-5194	0	0	0	0	0	0	0	0
hsa-mir-5195	0	0	0	0	0	0	0	0
hsa-mir-5196	0	0	0	0	0	0	0	0
hsa-mir-5197	0	0	0	0	0	0	0	0
hsa-mir-519a-1	0	0	0	0	1	0	0	0
hsa-mir-519a-2	0	0	0	0	0	0	0	0
hsa-mir-519b	0	0	0	0	0	0	0	0
hsa-mir-519c	0	0	0	0	0	0	0	0
hsa-mir-519d	0	0	0	0	0	0	0	0
hsa-mir-519e	0	0	0	0	0	0	0	0
hsa-mir-520a	0	0	0	0	1	0	0	0
hsa-mir-520b	0	0	0	0	0	0	0	0
hsa-mir-520c	0	0	0	0	0	0	0	0
hsa-mir-520d	0	0	0	0	0	0	0	0
hsa-mir-520e	0	0	0	0	0	0	0	0
hsa-mir-520f	0	0	0	0	0	1	0	0
hsa-mir-520g	0	0	0	0	0	0	0	0
hsa-mir-520h	0	0	0	0	0	0	0	0
hsa-mir-521-1	0	0	0	0	0	0	0	0
hsa-mir-521-2	0	0	0	0	0	0	0	0
hsa-mir-522	0	0	0	0	0	0	0	0
hsa-mir-523	0	0	0	0	0	0	0	0
hsa-mir-524	0	0	0	0	0	0	0	0
hsa-mir-525	0	0	0	0	0	0	0	0
hsa-mir-526a-1	0	0	0	0	0	0	0	0
hsa-mir-526a-2	0	0	0	0	0	0	0	0
hsa-mir-526b	0	0	0	0	1	0	0	0
hsa-mir-527	0	0	0	0	0	0	0	0
hsa-mir-532	926	1254	1854	1133	2260	2351	2979	2285
hsa-mir-539	8	10	12	6	36	41	35	17
hsa-mir-541	0	0	0	0	1	2	1	0
hsa-mir-542	2	2	2	5	305	333	350	150
hsa-mir-543	1	3	2	0	3	1	2	1
hsa-mir-544a	0	0	0	0	0	0	1	0
hsa-mir-544b	0	0	0	0	0	0	0	0
hsa-mir-545	0	0	0	0	0	0	5	1
hsa-mir-548a-1	0	0	0	0	0	0	0	0
hsa-mir-548a-2	0	0	0	0	0	0	0	0
hsa-mir-548a-3	0	0	0	0	0	0	1	0
hsa-mir-548aa-1	0	0	0	0	0	0	0	0
hsa-mir-548aa-2	0	0	0	0	0	0	0	0
hsa-mir-548ab	0	0	0	0	0	0	0	0
hsa-mir-548ac	0	0	0	0	0	0	0	0
hsa-mir-548ad	0	0	0	0	0	0	0	0
hsa-mir-548ae-1	0	0	0	0	0	0	0	0
hsa-mir-548ae-2	0	0	0	0	0	0	0	0
hsa-mir-548ag-1	0	0	0	0	0	0	0	0
hsa-mir-548ag-2	0	0	0	0	0	0	1	0
hsa-mir-548ah	0	0	0	0	0	0	0	0
hsa-mir-548ai	0	0	0	0	0	0	0	0
hsa-mir-548aj-1	0	0	0	0	0	0	0	0
hsa-mir-548aj-2	0	0	0	0	0	0	0	0
hsa-mir-548ak	0	0	0	0	0	0	0	0
hsa-mir-548al	0	0	0	0	0	0	0	1
hsa-mir-548am	0	0	0	0	0	0	0	0
hsa-mir-548an	0	0	0	0	0	0	0	0
hsa-mir-548ao	0	0	0	0	0	0	0	0
hsa-mir-548ap	0	0	0	0	0	0	0	0
hsa-mir-548aq	0	0	0	0	0	0	0	0
hsa-mir-548ar	0	0	0	0	1	0	0	0
hsa-mir-548as	0	0	0	0	0	0	0	0
hsa-mir-548at	0	0	0	0	0	0	0	0
hsa-mir-548au	0	0	0	0	0	0	0	0
hsa-mir-548av	0	0	0	0	0	0	0	0
hsa-mir-548aw	0	0	0	0	0	1	2	1
hsa-mir-548ax	0	0	0	0	0	0	0	0
hsa-mir-548ay	0	0	0	0	0	0	0	0
hsa-mir-548az	0	0	0	0	0	0	0	0
hsa-mir-548b	0	1	0	0	0	1	1	0
hsa-mir-548ba	0	0	0	0	0	1	4	0
hsa-mir-548bb	0	0	0	0	0	0	0	0
hsa-mir-548c	0	0	0	0	0	0	0	0
hsa-mir-548d-1	0	0	0	0	0	0	0	0
hsa-mir-548d-2	0	0	0	0	0	1	0	0
hsa-mir-548e	0	0	0	1	1	1	3	0
hsa-mir-548f-1	0	0	0	0	3	1	0	4
hsa-mir-548f-2	0	0	0	0	0	0	0	0
hsa-mir-548f-3	0	0	0	0	0	0	0	0
hsa-mir-548f-4	0	0	0	0	0	0	0	0
hsa-mir-548f-5	0	0	0	0	0	0	0	0
hsa-mir-548g	0	0	0	0	0	0	0	0
hsa-mir-548h-1	0	0	0	0	0	0	0	0
hsa-mir-548h-2	0	0	0	0	0	0	0	0
hsa-mir-548h-3	0	0	0	0	0	0	0	0
hsa-mir-548h-4	0	0	0	0	0	0	0	0
hsa-mir-548h-5	0	0	0	0	0	0	0	0
hsa-mir-548i-1	0	0	0	0	0	0	0	0
hsa-mir-548i-2	0	0	0	0	0	0	0	0
hsa-mir-548i-3	0	0	0	0	0	0	0	0
hsa-mir-548i-4	0	0	0	0	0	0	0	0
hsa-mir-548j	0	0	0	0	1	0	0	1
hsa-mir-548k	0	0	0	0	1	0	2	1
hsa-mir-548l	0	0	0	0	0	0	0	0
hsa-mir-548m	0	0	0	0	0	0	0	0
hsa-mir-548n	0	0	0	0	0	0	0	0
hsa-mir-548o	0	0	0	0	1	0	1	1
hsa-mir-548o-2	0	0	1	0	0	0	0	1
hsa-mir-548p	0	0	0	0	0	0	0	0
hsa-mir-548q	0	0	1	0	0	0	0	0
hsa-mir-548s	0	0	0	0	0	0	2	0
hsa-mir-548t	0	0	0	0	0	0	0	0
hsa-mir-548u	0	0	0	0	0	0	0	0
hsa-mir-548v	1	0	1	0	1	2	4	5
hsa-mir-548w	0	0	0	0	0	0	0	0
hsa-mir-548x	0	0	0	0	0	0	0	0
hsa-mir-548x-2	0	0	0	0	0	0	0	0
hsa-mir-548y	0	0	0	0	0	0	0	0
hsa-mir-548z	0	0	0	0	0	0	0	0
hsa-mir-549a	0	0	0	0	3	4	5	3
hsa-mir-550a-1	1	2	7	9	3	5	3	0
hsa-mir-550a-2	1	4	6	11	1	4	3	3
hsa-mir-550a-3	2	0	3	5	2	3	3	1
hsa-mir-550b-1	0	0	0	1	0	0	0	0
hsa-mir-550b-2	0	0	0	2	0	0	0	0
hsa-mir-551a	0	0	2	3	0	1	0	0
hsa-mir-551b	0	0	1	2	6	3	3	3
hsa-mir-552	1	5	11	10	97	185	325	183
hsa-mir-553	0	0	0	0	0	0	0	0
hsa-mir-554	0	0	0	0	0	0	0	0
hsa-mir-555	0	0	0	0	0	0	0	0
hsa-mir-556	0	0	0	0	1	1	0	1
hsa-mir-557	0	0	0	0	0	0	0	0
hsa-mir-5571	0	0	1	0	0	0	0	0
hsa-mir-5572	0	0	0	0	0	0	0	0
hsa-mir-5579	0	0	0	0	0	0	2	0
hsa-mir-558	0	0	0	0	0	0	0	0
hsa-mir-5580	0	0	0	4	0	2	3	1
hsa-mir-5581	1	0	0	0	1	0	0	0
hsa-mir-5582	0	0	0	0	1	0	1	0
hsa-mir-5583-1	0	0	0	0	0	0	0	0
hsa-mir-5583-2	0	0	0	0	0	0	0	0
hsa-mir-5584	0	0	0	0	0	0	0	0
hsa-mir-5585	0	0	0	0	0	0	0	0
hsa-mir-5586	0	0	0	0	3	4	5	1
hsa-mir-5587	0	0	0	0	0	0	0	0
hsa-mir-5588	0	0	0	0	0	1	0	0
hsa-mir-5589	0	0	0	0	0	0	0	0
hsa-mir-559	0	0	0	0	3	0	3	0
hsa-mir-5590	0	0	0	0	0	0	0	0
hsa-mir-5591	0	0	0	0	0	0	0	0
hsa-mir-561	0	0	0	0	0	1	0	0
hsa-mir-562	0	0	0	0	0	0	0	0
hsa-mir-563	0	0	0	0	0	0	0	0
hsa-mir-564	0	0	0	0	1	0	0	0
hsa-mir-566	0	0	0	0	0	0	0	0
hsa-mir-567	0	0	0	0	0	0	0	0
hsa-mir-568	0	0	0	0	0	0	0	0
hsa-mir-5680	0	0	0	0	0	0	0	0
hsa-mir-5681a	0	0	0	0	0	0	0	0
hsa-mir-5681b	0	0	0	0	0	0	0	0
hsa-mir-5682	0	0	0	0	0	0	0	0
hsa-mir-5683	0	0	0	0	63	23	14	0
hsa-mir-5684	0	0	0	0	0	1	0	0
hsa-mir-5685	0	0	0	0	0	0	0	0
hsa-mir-5687	0	0	0	0	0	1	0	1
hsa-mir-5688	0	0	0	0	0	0	0	0
hsa-mir-5689	0	0	0	0	0	0	0	0
hsa-mir-569	0	0	0	0	0	0	0	0
hsa-mir-5690	1	0	0	0	0	0	0	0
hsa-mir-5691	0	0	0	0	0	0	0	0
hsa-mir-5692a-1	0	0	0	0	0	0	0	0
hsa-mir-5692a-2	0	0	0	0	0	0	0	0
hsa-mir-5692b	0	0	0	0	0	0	0	0
hsa-mir-5692c-1	0	0	0	0	0	0	0	0
hsa-mir-5692c-2	0	0	0	0	0	0	0	0
hsa-mir-5693	0	0	0	0	0	0	0	0
hsa-mir-5694	0	0	0	0	1	0	1	0
hsa-mir-5695	0	0	0	0	0	0	0	0
hsa-mir-5696	0	0	0	0	1	2	0	0
hsa-mir-5697	0	0	0	0	0	0	0	0
hsa-mir-5698	0	3	3	1	0	0	0	0
hsa-mir-5699	0	0	0	0	1	0	3	0
hsa-mir-570	0	0	0	0	0	0	0	3
hsa-mir-5700	0	0	0	0	0	0	0	0
hsa-mir-5701-1	0	0	0	0	0	0	0	0
hsa-mir-5701-2	0	0	0	0	0	0	0	0
hsa-mir-5701-3	0	0	0	0	0	0	0	0
hsa-mir-5702	0	0	0	0	0	0	0	0
hsa-mir-5703	0	0	1	0	0	0	1	0
hsa-mir-5704	0	0	0	0	0	0	0	0
hsa-mir-5705	0	0	0	0	0	0	0	0
hsa-mir-5706	0	0	0	0	0	0	0	1
hsa-mir-5707	0	0	0	0	0	0	0	0
hsa-mir-5708	0	0	0	0	0	0	0	0
hsa-mir-571	0	0	0	0	0	0	0	0
hsa-mir-572	0	2	1	0	0	0	0	1
hsa-mir-573	0	0	0	1	0	1	0	1
hsa-mir-5739	0	0	0	0	0	0	0	0
hsa-mir-574	532	364	623	846	47	119	69	20
hsa-mir-575	0	0	0	0	0	0	0	0
hsa-mir-576	3	3	5	1	8	19	18	9
hsa-mir-577	0	0	0	2	117	35	94	62
hsa-mir-578	0	0	0	0	0	0	0	0
hsa-mir-5787	0	0	0	0	0	0	0	0
hsa-mir-579	1	0	1	5	1	1	1	1
hsa-mir-580	0	0	0	0	0	0	2	1
hsa-mir-581	0	0	0	0	0	2	0	0
hsa-mir-582	10	7	9	11	374	1165	636	279
hsa-mir-583	0	0	0	0	0	0	0	0
hsa-mir-584	52	56	114	61	169	519	1588	285
hsa-mir-585	1	0	0	0	2	2	1	0
hsa-mir-586	0	0	0	0	0	0	0	0
hsa-mir-587	0	0	0	0	0	0	0	0
hsa-mir-588	0	0	0	0	0	0	0	0
hsa-mir-589	217	173	260	308	65	81	94	40
hsa-mir-590	0	0	1	0	39	44	49	21
hsa-mir-591	0	0	0	0	0	0	0	0
hsa-mir-592	0	0	0	0	15	24	89	67
hsa-mir-593	0	0	0	0	0	0	0	0
hsa-mir-595	0	0	0	0	0	0	0	0
hsa-mir-596	0	0	1	0	0	0	0	0
hsa-mir-597	0	0	0	0	0	0	0	1
hsa-mir-598	0	1	3	6	22	40	22	2
hsa-mir-599	0	0	0	0	0	0	0	0
hsa-mir-600	0	0	0	0	0	0	0	0
hsa-mir-601	0	0	0	0	0	0	0	0
hsa-mir-602	0	0	0	0	0	0	0	0
hsa-mir-603	0	0	0	0	0	0	0	0
hsa-mir-604	0	0	0	0	0	0	0	0
hsa-mir-605	5	3	8	3	0	0	0	0
hsa-mir-606	0	0	0	0	0	0	0	0
hsa-mir-6068	0	0	0	0	0	0	0	0
hsa-mir-6069	0	0	0	0	0	0	0	0
hsa-mir-607	0	0	0	0	0	0	1	0
hsa-mir-6070	0	0	0	0	0	0	0	0
hsa-mir-6071	0	0	0	0	0	0	0	0
hsa-mir-6072	0	0	0	0	0	0	0	0
hsa-mir-6073	0	0	0	0	0	0	0	0
hsa-mir-6074	0	0	0	0	0	0	0	0
hsa-mir-6075	0	0	0	0	0	0	0	0
hsa-mir-6076	0	0	0	0	0	0	0	0
hsa-mir-6077	0	0	0	0	0	0	0	0
hsa-mir-6078	0	0	0	0	0	0	0	0
hsa-mir-6079	0	0	0	0	0	0	0	0
hsa-mir-608	0	0	0	0	0	0	0	0
hsa-mir-6080	0	0	0	0	0	0	0	0
hsa-mir-6081	0	0	0	0	0	0	0	0
hsa-mir-6082	0	0	0	0	0	0	0	0
hsa-mir-6083	0	0	0	0	0	0	0	0
hsa-mir-6084	0	0	0	0	0	0	0	0
hsa-mir-6085	0	0	0	0	0	0	0	0
hsa-mir-6086	0	0	0	0	0	0	0	0
hsa-mir-6087	0	0	0	3	0	0	0	0
hsa-mir-6088	0	0	0	0	0	0	0	0
hsa-mir-6089-1	0	0	0	0	0	0	0	0
hsa-mir-6089-2	0	0	0	0	0	0	0	0
hsa-mir-609	0	0	0	0	0	0	0	0
hsa-mir-6090	0	0	0	0	0	0	0	0
hsa-mir-610	0	0	0	0	0	0	0	0
hsa-mir-611	0	0	0	1	0	0	0	0
hsa-mir-612	0	0	0	0	0	0	0	0
hsa-mir-6124	0	0	0	0	0	0	0	0
hsa-mir-6125	1	3	5	9	0	1	1	0
hsa-mir-6126	0	0	0	0	0	0	0	0
hsa-mir-6127	0	0	0	0	0	0	0	0
hsa-mir-6128	0	0	0	0	0	0	0	0
hsa-mir-6129	0	0	0	0	0	0	0	0
hsa-mir-613	0	0	0	0	0	0	0	0
hsa-mir-6130	0	0	0	0	0	0	0	0
hsa-mir-6131	0	0	0	0	0	0	0	0
hsa-mir-6132	0	0	0	2	0	0	0	0
hsa-mir-6133	0	0	0	0	0	0	0	0
hsa-mir-6134	0	0	0	0	0	0	0	0
hsa-mir-614	0	0	0	0	0	0	0	0
hsa-mir-615	0	0	15	129	0	0	3	0
hsa-mir-616	10	7	6	3	8	12	18	9
hsa-mir-6165	0	0	0	0	0	0	0	0
hsa-mir-617	0	0	0	0	0	0	0	0
hsa-mir-618	0	0	0	8	0	0	0	0
hsa-mir-619	0	0	0	0	0	0	0	0
hsa-mir-620	0	0	0	0	0	0	0	0
hsa-mir-621	0	0	0	0	0	0	0	0
hsa-mir-622	0	0	0	0	0	0	0	0
hsa-mir-623	0	0	0	0	0	0	0	0
hsa-mir-624	2	1	0	0	2	3	0	1
hsa-mir-625	479	601	805	862	126	507	430	311
hsa-mir-626	0	0	0	0	0	0	0	0
hsa-mir-627	0	0	2	1	4	1	1	2
hsa-mir-628	0	0	1	1	49	134	90	19
hsa-mir-629	90	114	164	120	102	244	278	120
hsa-mir-630	0	0	0	0	0	0	0	0
hsa-mir-631	0	0	0	0	0	0	0	0
hsa-mir-632	0	0	0	2	1	0	0	0
hsa-mir-633	0	0	0	0	0	0	0	0
hsa-mir-634	0	0	0	0	0	0	0	0
hsa-mir-635	0	0	0	0	0	0	0	0
hsa-mir-636	0	0	0	1	0	0	0	1
hsa-mir-637	0	0	0	0	0	0	0	0
hsa-mir-638	0	0	0	0	0	0	0	0
hsa-mir-639	1	0	2	2	0	0	1	2
hsa-mir-640	0	0	0	0	0	0	0	0
hsa-mir-641	0	0	0	0	0	0	0	0
hsa-mir-642a	71	37	174	52	1	10	10	7
hsa-mir-642b	0	1	0	0	0	0	0	0
hsa-mir-643	0	0	0	0	0	4	2	0
hsa-mir-644a	0	0	0	0	0	0	0	0
hsa-mir-645	0	0	0	0	0	0	0	0
hsa-mir-646	0	0	0	0	0	0	0	0
hsa-mir-647	0	0	0	0	0	0	0	0
hsa-mir-648	0	0	0	0	0	0	0	0
hsa-mir-649	0	0	0	0	0	0	0	0
hsa-mir-6499	0	0	0	0	0	0	0	0
hsa-mir-650	0	0	0	0	0	0	0	0
hsa-mir-6500	0	0	0	0	0	0	0	0
hsa-mir-6501	0	1	0	2	0	2	0	0
hsa-mir-6502	0	0	0	0	1	1	2	0
hsa-mir-6503	1	0	1	2	0	2	1	0
hsa-mir-6504	0	0	0	0	0	0	0	0
hsa-mir-6505	0	0	0	0	0	0	0	0
hsa-mir-6506	0	0	0	0	0	0	0	0
hsa-mir-6507	0	1	8	3	0	0	0	0
hsa-mir-6508	0	0	1	0	0	0	0	0
hsa-mir-6509	0	1	5	5	0	0	1	1
hsa-mir-651	0	0	0	0	8	3	9	1
hsa-mir-6510	0	0	0	5	0	0	0	1
hsa-mir-6511a-1	0	0	0	0	0	0	0	0
hsa-mir-6511a-2	0	0	0	0	0	0	0	0
hsa-mir-6511a-3	0	0	0	0	0	0	0	0
hsa-mir-6511a-4	0	0	0	0	0	0	0	0
hsa-mir-6511b-1	19	14	17	25	3	2	2	0
hsa-mir-6511b-2	28	9	9	35	1	2	1	3
hsa-mir-6512	0	0	0	0	0	0	0	0
hsa-mir-6513	0	0	2	0	0	0	0	0
hsa-mir-6514	0	1	0	2	0	0	0	0
hsa-mir-6515	1	0	0	0	0	0	1	0
hsa-mir-6516	0	0	0	0	3	4	0	0
hsa-mir-652	52	87	148	90	31	37	34	25
hsa-mir-653	0	0	0	0	13	19	19	16
hsa-mir-654	13	8	10	13	27	49	29	17
hsa-mir-655	0	0	1	0	1	5	5	0
hsa-mir-656	0	0	0	0	1	0	2	0
hsa-mir-657	0	0	1	0	0	0	0	0
hsa-mir-658	0	0	1	3	0	0	0	0
hsa-mir-659	0	5	2	0	2	6	3	1
hsa-mir-660	1	5	3	2	77	97	79	66
hsa-mir-661	0	0	0	0	0	0	0	0
hsa-mir-662	0	0	0	0	0	0	0	0
hsa-mir-663a	0	0	0	0	0	0	0	0
hsa-mir-663b	0	0	0	0	0	0	0	0
hsa-mir-664a	18	24	48	43	28	33	35	7
hsa-mir-664b	8	2	9	14	8	2	7	3
hsa-mir-665	0	0	0	0	2	1	2	1
hsa-mir-668	1	0	1	0	0	0	0	0
hsa-mir-670	0	0	0	0	0	0	0	0
hsa-mir-671	22	34	42	41	8	10	5	4
hsa-mir-6715a	0	0	0	0	0	0	0	0
hsa-mir-6715b	5	5	7	2	0	2	1	1
hsa-mir-6716	5	3	1	3	0	3	2	1
hsa-mir-6717	0	1	0	1	0	0	0	0
hsa-mir-6718	0	0	1	2	2	0	1	1
hsa-mir-6719	0	0	0	0	0	0	0	0
hsa-mir-6720	6	1	4	8	0	1	1	1
hsa-mir-6721	2	0	0	1	0	1	0	0
hsa-mir-6722	0	0	0	0	0	0	0	0
hsa-mir-6723	0	1	0	0	0	0	0	0
hsa-mir-6724-1	0	0	0	0	0	0	0	0
hsa-mir-6724-2	0	0	0	0	0	0	0	0
hsa-mir-6724-3	0	0	0	0	0	0	0	0
hsa-mir-6724-4	0	0	0	0	0	0	0	0
hsa-mir-6726	0	0	3	2	0	0	0	0
hsa-mir-6727	0	1	0	2	0	0	0	0
hsa-mir-6728	0	0	0	0	0	0	0	0
hsa-mir-6729	0	0	0	0	0	0	0	0
hsa-mir-6730	1	0	0	1	0	0	0	0
hsa-mir-6731	0	0	0	0	0	1	0	0
hsa-mir-6732	0	0	0	0	0	0	0	0
hsa-mir-6733	0	0	0	0	0	0	0	1
hsa-mir-6734	1	2	0	1	0	0	0	0
hsa-mir-6735	0	0	0	0	1	0	0	0
hsa-mir-6736	0	0	0	0	0	0	0	0
hsa-mir-6737	0	0	0	0	0	0	0	0
hsa-mir-6738	0	0	1	1	0	1	1	0
hsa-mir-6739	0	0	0	0	0	0	0	0
hsa-mir-6740	0	1	0	1	0	0	0	0
hsa-mir-6741	0	2	0	1	0	0	0	0
hsa-mir-6742	0	0	0	0	0	0	0	0
hsa-mir-6743	0	1	0	0	1	0	0	0
hsa-mir-6744	0	0	0	0	0	0	0	0
hsa-mir-6745	0	0	0	0	0	0	0	0
hsa-mir-6746	2	0	0	0	0	0	0	0
hsa-mir-6747	2	1	1	0	0	0	0	0
hsa-mir-6748	1	0	3	1	0	0	0	0
hsa-mir-6749	1	2	0	1	1	0	0	0
hsa-mir-675	21	20	15	79	63	82	54	28
hsa-mir-6750	1	0	0	1	0	1	0	0
hsa-mir-6751	1	0	0	1	0	0	0	1
hsa-mir-6752	0	0	0	0	0	0	0	0
hsa-mir-6753	1	0	0	0	0	0	0	0
