miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT438380,mmu-miR-873a-5p,Mus musculus,Tnfaip3,21929,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25183005
MIRT438393,mmu-miR-9-5p,Mus musculus,Camkk2,207565,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,24603903
MIRT438429,mmu-miR-150-5p,Mus musculus,Myd88,17874,Mus musculus,Immunoblot//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,23166298
MIRT438430,mmu-miR-31-5p,Mus musculus,Myd88,17874,Mus musculus,Immunoblot//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,23166298
MIRT438443,mmu-miR-339-3p,Mus musculus,Oprm1,18390,Mus musculus,Flow//Immunocytochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,23085997
MIRT438445,mmu-let-7e-5p,Mus musculus,Il10,16153,Mus musculus,Flow//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,23079871
MIRT438451,mmu-miR-17-5p,Mus musculus,Tceal1,237052,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25101050
MIRT438451,mmu-miR-17-5p,Mus musculus,Tceal1,237052,Mus musculus,qRT-PCR//Western blot,Functional MTI,27600805
MIRT438456,mmu-miR-3473a,Mus musculus,Pten,19211,Mus musculus,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,25092892
MIRT438463,mmu-miR-690,Mus musculus,Cebpe,110794,Mus musculus,qRT-PCR//Western blot,Functional MTI,24202177
MIRT438521,mmu-miR-27a-3p,Mus musculus,Bax,12028,Mus musculus,Luciferase reporter assay,Functional MTI,25057207
MIRT438522,mmu-miR-23a-3p,Mus musculus,Bax,12028,Mus musculus,Luciferase reporter assay,Functional MTI,25057207
MIRT438523,mmu-miR-23a-3p,Mus musculus,Pmaip1,58801,Mus musculus,Luciferase reporter assay,Functional MTI,25057207
MIRT438524,mmu-miR-27a-3p,Mus musculus,Pmaip1,58801,Mus musculus,Luciferase reporter assay,Functional MTI,25057207
MIRT438525,mmu-miR-27a-3p,Mus musculus,Bbc3,170770,Mus musculus,Luciferase reporter assay,Functional MTI,25057207
MIRT438526,mmu-miR-23a-3p,Mus musculus,Bbc3,170770,Mus musculus,Luciferase reporter assay,Functional MTI,25057207
MIRT438529,mmu-miR-34a-5p,Mus musculus,TGIF2,60436,Mus musculus,Luciferase reporter assay//qRT-PCR//,Functional MTI,25043055
MIRT438559,mmu-miR-96-5p,Mus musculus,Insig2,72999,Mus musculus,ChIP-seq//Luciferase reporter assay//qRT-PCR,Functional MTI,23823476
MIRT438560,mmu-miR-182-5p,Mus musculus,Fbxw7,50754,Mus musculus,ChIP-seq//Luciferase reporter assay//qRT-PCR,Functional MTI,23823476
MIRT438569,mmu-miR-210-3p,Mus musculus,Shh,20423,Mus musculus,FACS//GFP reporter assay//Immunofluorescence//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,23818299
MIRT438570,mmu-miR-146b-5p,Mus musculus,Nfkb1,18033,Mus musculus,Immunohistochemistry//Microarray//Western blot,Functional MTI,23813877
MIRT438579,mmu-miR-133b-3p,Mus musculus,Foxl2,26927,Mus musculus,ChIP-seq//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23810756
MIRT438582,mmu-miR-200c-3p,Mus musculus,Zfpm2,22762,Mus musculus,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,23788640
MIRT438583,mmu-miR-200b-3p,Mus musculus,Zfpm2,22762,Mus musculus,Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,23788640
MIRT438587,mmu-miR-132-3p,Mus musculus,Ache,11423,Mus musculus,Flow//qRT-PCR//Western blot,Functional MTI,23780851
MIRT438604,mmu-miR-335-3p,Mus musculus,Ank3,11735,Mus musculus,Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24744440
MIRT438646,mmu-miR-29b-3p,Mus musculus,Igf1,16000,Mus musculus,ELISA//Luciferase reporter assay//qRT-PCR,Functional MTI,23880139
MIRT438647,mmu-miR-29a-3p,Mus musculus,Cx3cl1,20312,Mus musculus,ELISA//Luciferase reporter assay//qRT-PCR,Functional MTI,23880139
MIRT438648,mmu-miR-29a-3p,Mus musculus,Igf1,16000,Mus musculus,ELISA//Luciferase reporter assay//qRT-PCR,Functional MTI,23880139
MIRT438658,mmu-miR-200c-3p,Mus musculus,Nog,18121,Mus musculus,ChIP-seq//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23863486
MIRT438659,mmu-miR-20a-5p,Mus musculus,Vegfa,22339,Mus musculus,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR,Functional MTI,23863481
MIRT438659,mmu-miR-20a-5p,Mus musculus,Vegfa,22339,Mus musculus,Luciferase reporter assay,Functional MTI,27080303
MIRT438660,mmu-miR-17-5p,Mus musculus,Vegfa,22339,Mus musculus,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR,Functional MTI,23863481
MIRT438687,mmu-miR-181b-5p,Mus musculus,Hspa5,14828,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23900885
MIRT438688,mmu-miR-181b-5p,Mus musculus,Uchl1,22223,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23900885
MIRT438697,mmu-miR-338-3p,Mus musculus,Fgfr2,14183,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24648262
MIRT438698,mmu-miR-338-3p,Mus musculus,Runx2,12393,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24648262
MIRT438708,mmu-miR-150-5p,Mus musculus,Ppargc1a,19017,Mus musculus,Immunoblot//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,24722250
MIRT438709,mmu-miR-150-5p,Mus musculus,Prdm16,70673,Mus musculus,Immunoblot//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,24722250
MIRT438710,mmu-let-7a-5p,Mus musculus,IL6,3569,Mus musculus,ELISA//Luciferase reporter assay//qRT-PCR,Functional MTI,24001203
MIRT438724,mmu-miR-133a-3p,Mus musculus,Rapgef3,223864,Mus musculus,Flow//Immunofluorescence//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24807785
MIRT438725,mmu-miR-133a-3p,Mus musculus,Prkacb,18749,Mus musculus,Flow//Immunofluorescence//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24807785
MIRT438726,mmu-miR-133a-3p,Mus musculus,Adcy6,11512,Mus musculus,Flow//Immunofluorescence//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24807785
MIRT438727,mmu-miR-133a-3p,Mus musculus,Adrb1,11554,Mus musculus,Flow//Immunofluorescence//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24807785
MIRT438758,mmu-miR-137-3p,Mus musculus,Nr1i3,12355,Mus musculus,qRT-PCR//Western blot,Functional MTI,24792516
MIRT438760,mmu-miR-15a-5p,Mus musculus,Vegfa,22339,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,24792245
MIRT438763,mmu-miR-16-5p,Mus musculus,Cd40,21939,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,24792245
MIRT438764,mmu-miR-15a-5p,Mus musculus,Cd40,21939,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,24792245
MIRT438765,mmu-miR-15a-5p,Mus musculus,Fgf2,14173,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,24792245
MIRT438766,mmu-miR-16-5p,Mus musculus,Fgf2,14173,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,24792245
MIRT438767,mmu-miR-181d-5p,Mus musculus,Runx1,12394,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,24792245
MIRT438768,mmu-miR-106a-5p,Mus musculus,Hif1a,15251,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,24792245
MIRT438769,mmu-miR-106a-5p,Mus musculus,Vegfa,22339,Mus musculus,Microarray//qRT-PCR//Western blot,Functional MTI,24792245
MIRT438818,mmu-miR-7a-1-3p,Mus musculus,Pfn2,18645,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789908
MIRT438819,mmu-miR-7a-2-3p,Mus musculus,Pfn2,18645,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789793
MIRT438823,mmu-miR-7a-1-3p,Mus musculus,Prkcb,18751,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789908
MIRT438825,mmu-miR-7a-2-3p,Mus musculus,Prkcb,18751,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789793
MIRT438845,mmu-miR-7a-1-3p,Mus musculus,Snca,20617,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789908
MIRT438846,mmu-miR-7a-2-3p,Mus musculus,Snca,20617,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789793
MIRT438863,mmu-miR-7a-2-3p,Mus musculus,Zdhhc9,208884,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789793
MIRT438864,mmu-miR-7a-1-3p,Mus musculus,Zdhhc9,208884,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789908
MIRT438865,mmu-miR-7a-1-3p,Mus musculus,Wipf2,68524,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789908
MIRT438866,mmu-miR-7a-2-3p,Mus musculus,Wipf2,68524,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789793
MIRT438867,mmu-miR-7a-1-3p,Mus musculus,Cplx1,12889,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789908
MIRT438868,mmu-miR-7a-2-3p,Mus musculus,Cplx1,12889,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789793
MIRT438874,mmu-miR-7a-2-3p,Mus musculus,Basp1,70350,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789793
MIRT438875,mmu-miR-19b-3p,Mus musculus,Gja3,14611,Mus musculus,Luciferase reporter assay,Functional MTI,23271053
MIRT438876,mmu-miR-7a-1-3p,Mus musculus,Basp1,70350,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Southern Blotting,Functional MTI,24789908
MIRT438877,mmu-miR-19a-3p,Mus musculus,Gja3,14611,Mus musculus,Luciferase reporter assay,Functional MTI,23271053
MIRT438879,mmu-miR-29b-3p,Mus musculus,Sox2,20674,Mus musculus,Luciferase reporter assay,Functional MTI,23266889
MIRT438888,mmu-miR-19b-3p,Mus musculus,Wnt1,22408,Mus musculus,Flow//Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23443808
MIRT438888,mmu-miR-19b-3p,Mus musculus,Wnt1,22408,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25483911
MIRT438889,mmu-miR-21a-5p,Mus musculus,Mmp9,17395,Mus musculus,Immunohistochemistry//In situ hybridization//qRT-PCR//Western blot,Functional MTI,23443810
MIRT438898,mmu-miR-155-5p,Mus musculus,Gsk3b,56637,Mus musculus,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,23648819
MIRT438909,mmu-miR-146a-5p,Mus musculus,RNF11,26994,Mus musculus,Luciferase reporter assay,Functional MTI,23345523
MIRT595355,mmu-miR-106b-5p,Mus musculus,Fgfr1op2,67529,Mus musculus,Luciferase reporter assay//qRT-PCR//Microarray,Functional MTI,24436321
MIRT595841,mmu-miR-141-3p,Mus musculus,Slc23a2,54338,Mus musculus,Luciferase reporter assay//qRT-PCR,Functional MTI,25617715
MIRT595842,mmu-miR-200a-3p,Mus musculus,Slc23a2,54338,Mus musculus,Luciferase reporter assay//qRT-PCR,Functional MTI,25617715
MIRT596427,mmu-miR-125a-5p,Mus musculus,Hif1an,319594,Mus musculus,Luciferase reporter assay,Functional MTI,27074047
MIRT731040,mmu-miR-370-3p,Mus musculus,Tgfbr3,21814,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24351048
MIRT731069,mmu-miR-302a-3p,Mus musculus,Nr2f2,11819,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25215426
MIRT731130,mmu-miR-150-5p,Mus musculus,Cxcr4,12767,Mus musculus,ELISA//Western blot//Luciferase reporter assay//qRT-PCR//Immunohistochemistry,Functional MTI,25466411
MIRT731135,mmu-miR-17-3p,Mus musculus,Pawr,114774,Mus musculus,qRT-PCR//Immunocytochemistry//Luciferase reporter assay//Western blot,Functional MTI,25472717
MIRT731140,mmu-miR-24-2-5p,Mus musculus,Smad5,17129,Mus musculus,qRT-PCR//Western blot,Functional MTI,25476774
MIRT731144,mmu-miR-20a-5p,Mus musculus,Atg16l1,77040,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25485521
MIRT731148,mmu-miR-143-3p,Mus musculus,Dnmt3a,13435,Mus musculus,Luciferase reporter assay//Immunoblot,Functional MTI,25491368
MIRT731155,mmu-miR-24-3p,Mus musculus,Pou5f1,18999,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956
MIRT731160,mmu-miR-96-5p,Mus musculus,Akt1s1,67605,Mus musculus,Western blot//Luciferase reporter assay//Immunohistochemistry,Functional MTI,25531317
MIRT731166,mmu-miR-34a-5p,Mus musculus,Slc22a12,20521,Mus musculus,qRT-PCR//Luciferase reporter assay,Functional MTI,25535087
MIRT731202,mmu-miR-200c-3p,Mus musculus,Reln,19699,Mus musculus,Immunoblot//Luciferase reporter assay//Western blot//,Functional MTI,25604249
MIRT731250,mmu-miR-150-5p,Mus musculus,Ripk2,192656,Mus musculus,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,26391398
MIRT731267,mmu-miR-155-5p,Mus musculus,Csnk1a1,93687,Mus musculus,Luciferase reporter assay,Functional MTI,26828700
MIRT731290,mmu-miR-153-3p,Mus musculus,Cacna1c,12288,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26141787
MIRT731302,mmu-miR-23b-3p,Mus musculus,Tmod1,21916,Mus musculus,Luciferase reporter assay,Functional MTI,26308647
MIRT731319,mmu-miR-7a-5p,Mus musculus,Sp1,20683,Mus musculus,Luciferase reporter assay,Functional MTI,26998750
MIRT731320,mmu-miR-7a-5p,Mus musculus,Parp1,11545,Mus musculus,Luciferase reporter assay,Functional MTI,26998750
MIRT731323,mmu-miR-378a-3p,Mus musculus,GLI3,2737,Mus musculus,Luciferase reporter assay,Functional MTI,27001906
MIRT731329,mmu-miR-30a-5p,Mus musculus,IL21R,50615,Mus musculus,Luciferase reporter assay,Functional MTI,27006279
MIRT731344,mmu-miR-17-5p,Mus musculus,Ulk1,22241,Mus musculus,Luciferase reporter assay,Functional MTI,26384021
MIRT731357,mmu-miR-128-3p,Mus musculus,Abhd5,67469,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,25958325
MIRT731377,mmu-miR-291b-3p,Mus musculus,Prkaa1,105787,Mus musculus,Luciferase reporter assay,Functional MTI,27013659
MIRT731455,mmu-miR-494-3p,Mus musculus,Fgfr2,14183,Mus musculus,qRT-PCR//Microarray//Luciferase reporter assay//Western blot,Functional MTI,25795570
MIRT731456,mmu-miR-494-3p,Mus musculus,Rock1,19877,Mus musculus,qRT-PCR//Microarray//Luciferase reporter assay//Western blot,Functional MTI,25795570
MIRT731480,mmu-miR-125b-2-3p,Mus musculus,Eef2k,13631,Mus musculus,Luciferase reporter assay,Functional MTI,27020049
MIRT731481,mmu-miR-125b-2-3p,Mus musculus,Ccna2,12428,Mus musculus,Luciferase reporter assay,Functional MTI,27020049
MIRT731487,mmu-miR-26a-5p,Mus musculus,Atf2,11909,Mus musculus,Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot//Flow//Immunoblot,Functional MTI,26376347
MIRT731494,mmu-miR-18a-5p,Mus musculus,IRF2,3660,Mus musculus,Luciferase reporter assay,Functional MTI,27028860
MIRT731503,mmu-let-7i-5p,Mus musculus,Il6,16193,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,26259595
MIRT731504,mmu-let-7i-5p,Mus musculus,Col1a2,12843,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,26259595
MIRT731512,mmu-miR-210-3p,Mus musculus,Il16,16170,Mus musculus,Luciferase reporter assay//qRT-PCR,Functional MTI,26206559
MIRT731513,mmu-miR-210-3p,Mus musculus,Cxcl12,20315,Mus musculus,Luciferase reporter assay//qRT-PCR,Functional MTI,26206559
MIRT731621,mmu-miR-27b-3p,Mus musculus,Arntl,11865,Mus musculus,Luciferase reporter assay,Functional MTI,26919791
MIRT731622,mmu-miR-367-3p,Mus musculus,Irak4,266632,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26552593
MIRT731628,mmu-miR-1894-3p,Mus musculus,Trim46,360213,Mus musculus,Luciferase reporter assay,Functional MTI,27110773
MIRT731630,mmu-miR-130b-3p,Mus musculus,Irf1,16362,Mus musculus,Luciferase reporter assay,Functional MTI,27111096
MIRT731631,mmu-miR-27a-3p,Mus musculus,Sp7,170574,Mus musculus,Luciferase reporter assay,Functional MTI,27142530
MIRT731647,mmu-miR-764-3p,Mus musculus,Nr5a1,26423,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26676955
MIRT731687,mmu-miR-145a-5p,Mus musculus,Nr4a2,18227,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27725851
MIRT731701,mmu-miR-339-5p,Mus musculus,Bace1,23821,Mus musculus,ELISA//Immunohistochemistry//qRT-PCR//Western blot,Functional MTI,26345540
MIRT731701,mmu-miR-339-5p,Mus musculus,Bace1,23821,Mus musculus,Immunohistochemistry//Western blot,Functional MTI,27618097
MIRT731702,mmu-miR-448-3p,Mus musculus,Ncf1,17969,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26503985
MIRT731705,mmu-miR-374b-5p,Mus musculus,Myf6,17878,Mus musculus,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26498529
MIRT731740,mmu-miR-23a-3p,Mus musculus,Stat1,20846,Mus musculus,Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR//Western blot,Functional MTI,27783036
MIRT731742,mmu-miR-29a-3p,Mus musculus,Scap,235623,Mus musculus,Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR//Western blot,Functional MTI,27477273
MIRT731743,mmu-miR-29b-3p,Mus musculus,Scap,235623,Mus musculus,Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR//Western blot,Functional MTI,27477273
MIRT731744,mmu-miR-29c-3p,Mus musculus,Scap,235623,Mus musculus,Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR//Western blot,Functional MTI,27477273
MIRT731806,mmu-miR-106b-5p,Mus musculus,Smad5,17129,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27426726
MIRT731807,mmu-miR-17-5p,Mus musculus,Smad5,17129,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27426726
MIRT731827,mmu-miR-301a-3p,Mus musculus,Socs5,56468,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28196914
MIRT731828,mmu-miR-301a-3p,Mus musculus,Irf1,16362,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28196914
MIRT731830,mmu-miR-338-3p,Mus musculus,TNFSF11,8600,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27706599
MIRT731850,mmu-miR-19b-3p,Mus musculus,Etv5,104156,Mus musculus,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27822884
MIRT731851,mmu-miR-93-5p,Mus musculus,Nfe2l2,18024,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,27300700
MIRT731855,mmu-miR-212-3p,Mus musculus,Hmgb1,15289,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27940320
MIRT731892,mmu-miR-434-3p,Mus musculus,Eif5a,276770,Mus musculus,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,28331100
MIRT731907,mmu-miR-299a-5p,Mus musculus,ATG5,9474,Mus musculus,Luciferase reporter assay,Functional MTI,27080144
MIRT731915,mmu-miR-18a-5p,Mus musculus,HIF1A,3091,Mus musculus,Luciferase reporter assay,Functional MTI,27080303
MIRT731919,mmu-miR-7a-5p,Mus musculus,Nlrp3,216799,Mus musculus,Luciferase reporter assay,Functional MTI,27084336
MIRT731926,mmu-miR-142a-5p,Mus musculus,Wwp1,107568,Mus musculus,Luciferase reporter assay,Functional MTI,27085967
MIRT731930,mmu-miR-33-5p,Mus musculus,Ccl2,20296,Mus musculus,Luciferase reporter assay,Functional MTI,27129293
MIRT731946,mmu-miR-124-3p,Mus musculus,PIM1,5292,Mus musculus,Luciferase reporter assay,Functional MTI,27088547
MIRT731958,mmu-miR-101b-3p,Mus musculus,Prkaa1,105787,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28202389
MIRT732011,mmu-let-7e-5p,Mus musculus,Col27a1,373864,Mus musculus,qRT-PCR//Western blot,Functional MTI,26272747
MIRT732022,mmu-miR-24-3p,Mus musculus,Bbc3,170770,Mus musculus,Luciferase reporter assay,Functional MTI,27797453
MIRT732048,mmu-miR-146a-5p,Mus musculus,Wnt1,22408,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,26537990
MIRT732049,mmu-miR-146a-5p,Mus musculus,Wnt5a,22418,Mus musculus,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,26537990
MIRT732089,mmu-miR-128-3p,Mus musculus,MAPK14,1432,Mus musculus,Luciferase reporter assay,Functional MTI,27905005
MIRT732090,mmu-miR-27b-3p,Mus musculus,Dtna,13527,Mus musculus,Luciferase reporter assay,Functional MTI,27889377
MIRT732134,mmu-miR-106b-5p,Mus musculus,Egr2,13654,Mus musculus,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,25864617
MIRT732141,mmu-miR-30b-5p,Mus musculus,Bach2,12014,Mus musculus,Luciferase reporter assay//Western blot,Functional MTI,26590946
MIRT732147,mmu-miR-487b-3p,Mus musculus,Il33,77125,Mus musculus,ELISA//Flow//Luciferase reporter assay//qRT-PCR,Functional MTI,26936882
MIRT732184,mmu-miR-7a-5p,Mus musculus,Herpud2,80517,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26961366
MIRT732197,mmu-miR-33-5p,Mus musculus,Hmga2,15364,Mus musculus,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26980108
MIRT732204,mmu-miR-421-3p,Mus musculus,SIRT3,23410,Mus musculus,Luciferase reporter assay,Functional MTI,27107702
MIRT732247,mmu-miR-211-5p,Mus musculus,Nuak1,77976,Mus musculus,Immunofluorescence//qRT-PCR//Western blot,Functional MTI,27458373
MIRT732258,mmu-miR-223-3p,Mus musculus,Il17rd,171463,Mus musculus,qRT-PCR//Western blot,Functional MTI,28056105
MIRT732264,mmu-miR-330-5p,Mus musculus,Cdc42,12540,Mus musculus,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28223918
MIRT732291,mmu-miR-491-5p,Mus musculus,Cdk4,12567,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27484289
MIRT732292,mmu-miR-491-5p,Mus musculus,Tcf7,21414,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27484289
MIRT732297,mmu-miR-455-3p,Mus musculus,Runx2,12393,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26474644
MIRT732337,mmu-miR-101b-3p,Mus musculus,COX2,4513,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26371058
MIRT732338,mmu-miR-26b-3p,Mus musculus,COX2,4513,Mus musculus,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26371058
MIRT732432,mmu-miR-106b-5p,Mus musculus,Klf9,16601,Mus musculus,Luciferase reporter assay//qRT-PCR//Microarray,Functional MTI,24436321
MIRT732443,mmu-miR-29a-3p,Mus musculus,Lpl,16956,Mus musculus,qRT-PCR//Western blot,Functional MTI,25131933
MIRT732447,mmu-miR-17-5p,Mus musculus,Bmpr2,12168,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25209090
MIRT732448,mmu-miR-20a-5p,Mus musculus,Bmpr2,12168,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25209090
MIRT732449,mmu-miR-93-5p,Mus musculus,Bmpr2,12168,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25209090
MIRT732450,mmu-miR-106a-5p,Mus musculus,Bmpr2,12168,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25209090
MIRT732471,mmu-miR-451a,Mus musculus,MIF,4282,Mus musculus,Microarray//qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25362209
MIRT732474,mmu-miR-221-3p,Mus musculus,SSSCA1,10534,Mus musculus,qRT-PCR//Western blot,Functional MTI,25394488
MIRT732476,mmu-miR-1a-3p,Mus musculus,GTF2B,2959,Mus musculus,qRT-PCR//Luciferase reporter assay//Immunohistochemistry//ChIP-seq//Western blot,Functional MTI,25398966
MIRT732485,mmu-miR-139-5p,Mus musculus,Rho,212541,Mus musculus,Luciferase reporter assay,Functional MTI,25425000
MIRT732486,mmu-miR-10a-5p,Mus musculus,Rho,212541,Mus musculus,Luciferase reporter assay,Functional MTI,25425000
MIRT732487,mmu-miR-222-3p,Mus musculus,Gja1,14609,Mus musculus,Luciferase reporter assay,Functional MTI,25425000
MIRT732495,mmu-miR-23a-3p,Mus musculus,Smad5,17129,Mus musculus,qRT-PCR//Western blot,Functional MTI,25476774
MIRT732496,mmu-miR-27a-3p,Mus musculus,Smad5,17129,Mus musculus,qRT-PCR//Western blot,Functional MTI,25476774
MIRT732501,mmu-miR-27a-3p,Mus musculus,Foxo1,56458,Mus musculus,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,25519956
