"Cluster","GO Term","GO Name","FDR","Enrichment Score","SSX","SSY","Genes..."
"1","GO:0007050","cell cycle arrest","0.04540073","1.752938","0.118","0.14","TP53 INHBA FAP APBB2 FOXO4 CAB39 CDKN2A APC MYC IRF1 CXCL8 TCF7L2 RGCC STRADB TP53INP1 CDKN2B CDKN1A PPM1A RHEB LAMTOR3 RRAGC CDC14A RASSF1 CDC123 TBRG4 E4F1 PPP2R3B"
"1","GO:0008285","negative regulation of cell proliferation","0.000005155044","1.7425390000000003","0.314","0.048","TP53 GREM1 INHBA SPARC FAP NOX4 SCIN CDC6 E2F1 FOXO4 APLN PDPN PDCD4 F2R CD80 CDKN2A APC COL18A1 IGFBP7 CEBPB RBP4 INSM1 PROX1 SULF1 PDCD5 SSTR5 KLF9 PAK1 WT1 WNT5A DLG5 TFAP4 GPER1 TNFAIP3 HMOX1 NOS3 TFAP2A RGCC ITGB1BP1 IL1A BTG1 PLXNB1 SYNJ2BP NEURL1 P3H1 GSTP1 FTH1 CTLA4 SLC9A3R1 AXIN2 DHRS2 TP53INP1 MNDA ACVR1C SFRP4 IFITM1 TESC VDR ZBTB7B CSNK2B ID2 CDKN2B CDKN1A GTPBP4 CDH13 APPL2 PBLD VSIR PTPRU BMP2 BRCA2 DUSP10 IGFBP3 BMP4 S100A11 CXCL8 IRF1 SST PPM1D CBFA2T3 DNAJA3 CGRRF1 AZGP1 MXI1 CD164 CGREF1 TMEM127 ZBTB7C CXCL1 NME1 CTNNB1 VIP XDH PTK2B MYC BMP7 ANG SOX9 KLF4 SOX4"
"1","GO:0051897","positive regulation of protein kinase B signaling","0.02988502","1.7289730000000008","0.435","0.328","HSP90AB1 PDGFRB ERBB2 MC1R MET CD80 KLB PINK1 CCL3 P2RX4 AREG KIT FGF9 INSR GDF15 CPNE1 TCF7L2 ITGB1BP1 GAB1 FGF20 HIP1 TGFA KL IL18 GCNT2 HPSE KITLG AKR1C2 RASD2 PDGFB HGF FGFR2"
"1","GO:1905475","regulation of protein localization to membrane","0.03743176","1.7093589999999996","0.339","-0.427","TP53 BID TREM2 MMP14 E2F1 ARF6 AKAP5 EPHB2 LGALS3 BAD BCL2 CEMIP PMAIP1 MIEF2 PDCD5 GPER1 NUMB AGR2 CNST PPP1R13B CHP1 PLS1 ANK3 ITGB1BP1 ITGAM RAP1A PID1 GSN VTI1B NKD2 ERBB2"
"1","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","0.02732893","1.6974009999999997","0.518","0.348","BID CASP10 FAS FASLG MMP9 CRADD MYC HGF PLAUR S100A9 BAD TNFRSF10A LEF1 BIRC7 FABP1 RPS27L TNFSF10 PMAIP1 PDCD5 GPER1 EPHA7 FAM162A GPX1 RIPK1 NLRP12 CD44 SH3RF1 GSN GRAMD4 HIP1 ACVR1C RPS6KA1 KLF4 F2R XDH"
"1","GO:0045787","positive regulation of cell cycle","0.0006786344","1.6961809999999997","0.459","-0.083","HSP90AB1 TP53 FAP CDC25B CDC25C CCNF CDC45 CCNG1 CDC6 CDCA5 CRADD E2F1 ECT2 FOXO4 KIF14 KIF23 PDGFRB UBE2C HMGN5 CCNB1 CDT1 CDK4 PCNA RECQL4 RACGAP1 FAM83D GATA6 CCND1 CCNE1 CDKN1A ID2 INSR USP2 SPHK1 IL1A PCID2 PROX1 INSM1 GPER1 SSTR5 CCNK PHOX2B VPS4B DYRK3 CITED2 TFAP4 RGCC GPSM2 ASNS FOXA1 EIF4EBP1 TGFA TTL NSMCE2 PRMT1 CCNG2 CCNJ CCNJL CCNO CCNYL1 PDGFB CDC14A CCPG1 EZH2 PSRC1 FGFR2 SOX4"
"1","GO:0051054","positive regulation of DNA metabolic process","0.02207673","1.6700569999999997","0.645","0.14","HSP90AB1 GREM1 EYA2 PDGFRB RFC4 MORC2 DNMT1 ACD CDT1 NEK2 PCNA MYC HGF RECQL4 RFC2 RFC3 PDGFB CCT4 CCT6A DKC1 CCT2 CCT5 CCT3 CCT7 ATR CHTF18 MAD2L2 WT1 GNL3 RGCC MAPK15 RTEL1 TMEM161A CLCF1 TNFSF13 RNF8 SLX4 APLF KLF4"
"1","GO:0051896","regulation of protein kinase B signaling","0.02207673","1.6700569999999997","0.318","0.2","HSP90AB1 PDGFRB ERBB2 MET CD80 MC1R RCN3 FGFR2 PINK1 HGF CCL3 KLB P2RX4 AREG PDGFB KIT FGF9 INSR GDF15 CPNE1 TCF7L2 GPER1 HYAL2 ITGB1BP1 GAB1 FGF20 SLC9A3R1 HIP1 TGFA KL IL18 GCNT2 HPSE KITLG AKR1C2 RASD2 TRIB3 PHLPP2 XDH"
"1","GO:2001234","negative regulation of apoptotic signaling pathway","0.03642132","1.6690130000000003","0.406","0.416","FAS FASLG MMP9 SERPINE1 EYA2 PINK1 LGALS3 BCL2A1 HGF PLAUR TNFRSF10A GSTP1 BCL2 BCL2L2 TCF7L2 NOS3 TNFSF10 TNFAIP3 HMOX1 GPX1 RIPK1 IL1A HERPUD1 CD44 SNAI1 NONO BMP4 PTTG1IP TRAP1 KDM1A TMEM161A ACAA2 SH3RF1 NFE2L2"
"1","GO:0060828","regulation of canonical Wnt signaling pathway","0.009438037","1.6505269999999999","0.309","0.187","AXIN1 COL1A1 GREM1 NKD2 PTK7 APC CTNNB1 DKK1 DKK3 MAD2L2 TCF7L2 WNT5A RUVBL1 RUVBL2 PSEN1 KANK1 PTPRO HECW1 SLC9A3R1 AXIN2 SFRP4 BAMBI CSNK1E PSMD14 PSMB1 PSMA7 PSMC2 PPM1A CDH3 RSPO2 LGR4 LGR5 CSNK1G3 NKD1 GSKIP AMER1 DKK2 PTPRU BMP2 ZNRF3 KREMEN2 GNAQ OTULIN CTNND1 TLE4 NPHP4 FGFR2 SOX4 SOX9"
"1","GO:2001233","regulation of apoptotic signaling pathway","0.004371384","1.6383540000000008","0.342","0.253","TP53 BID FAS FASLG BAK1 INHBA MMP9 SERPINE1 EYA2 CRADD E2F1 BCL2L11 PINK1 DAPK2 TIMP3 TNFRSF12A S100A9 LGALS3 BCL2A1 TNFRSF10A GSTP1 BCL2 BCL2L2 IL1A TCF7L2 NOS3 TNFSF10 PMAIP1 BMF PDCD5 GPER1 FAM162A TNFAIP3 HMOX1 GPX1 RIPK1 PPP1R13B HYAL2 HERPUD1 CD44 NONO PTTG1IP TRAP1 KDM1A TMEM161A ACAA2 SH3RF1 NFE2L2 GSN SLC9A3R1 MSX1 TRAF1 RNF183 BMP4 BAD HGF PLAUR SNAI1"
"1","GO:0045926","negative regulation of growth","0.03746943","1.6373960000000005","0.163","-0.272","TP53 INHBA BST2 APBB2 SEMA6A SMAD4 CDKN2A PSRC1 RBBP7 TRIM46 BMP4 DUSP10 CDKN1A GDF15 RBP4 WT1 SEMA7A SEMA3F SEMA4G SEMA5B SEMA4C HYAL2 BTG1 MT1H MT1E MT1M MT1X MT2A DCUN1D3 MSX1 ACVR1B NKD1 CCDC85B ENPP1 WWC3 OSGIN1"
"1","GO:0050678","regulation of epithelial cell proliferation","0.02458452","1.6255880000000005","0.298","-0.092","MMP12 SPARC SOX9 APLN MYC FGFR2 NME1 UHRF1 CCL26 ANG VIP BAD ECM1 PDGFB BMP4 DUSP10 BMP2 PRKDC PROX1 TCF7L2 SULF1 KLF9 SIX4 WNT5A HMOX1 GPX1 RGCC NOD2 PPP1R16B SYNJ2BP WNT7A TGFA VDR MST1L CDKN2B CDH13 CDH3 PBLD BRCA2 ERBB2 PLCG1 XDH"
"1","GO:2000116","regulation of cysteine-type endopeptidase activity","0.03642132","1.6186249999999998","0.692","-0.037","BID CASP10 FAS FASLG BAK1 MMP9 CRADD F2R RIPK2 XDH S100A9 HGF MYC PLAUR TNFRSF10A BIRC7 BAD FABP1 RPS27L PCID2 TNFSF10 PMAIP1 PDCD5 GPER1 EPHA7 FAM162A GPX1 RIPK1 NLRP12 CD44 SH3RF1 GSN GRAMD4 HIP1 ACVR1C RPS6KA1 KLF4 LEF1"
"1","GO:0051271","negative regulation of cellular component movement","0.0134762","1.616705","0.376","-0.009","GREM1 COL3A1 SERPINE1 BST2 ANGPT2 CORO1C ARHGAP4 STC1 TACSTD2 IGFBP3 DUSP10 PTGER4 DACH1 SMAD7 SULF1 CITED2 SEMA7A SEMA3F SEMA4G SEMA5B DLG5 SEMA4C HMOX1 RGCC MAPK15 HYAL2 ITGB1BP1 KANK1 ADAMTS9 SYNJ2BP PTPRO WASL THY1 TP53INP1 ACVR1C IFITM1 CSNK2B KRT16 GTPBP4 DDT PBLD PADI2 PTPRU FRMD5 ARPIN PTPRR TIMP1 SEMA6A KLF4"
"1","GO:0040013","negative regulation of locomotion","0.01106974","1.6164449999999992","0.207","-0.257","GREM1 COL3A1 SERPINE1 BST2 ANGPT2 CORO1C TIMP1 ARHGAP4 STC1 TACSTD2 IGFBP3 DUSP10 PTGER4 DACH1 SMAD7 SULF1 CHMP3 CITED2 SEMA7A SEMA3F SEMA4G SEMA5B DLG5 SEMA4C HMOX1 RGCC MAPK15 HYAL2 ITGB1BP1 KANK1 ADAMTS9 SYNJ2BP PTPRO WASL THY1 TP53INP1 ACVR1C IFITM1 CSNK2B KRT16 GTPBP4 DDT PBLD PADI2 PTPRU FRMD5 ARPIN PTPRR SEMA6A ROBO2 KLF4"
"1","GO:0030334","regulation of cell migration","0.000004313771","1.6101060000000003","0.415","-0.154","COL1A1 GREM1 COL3A1 MMP9 FAM107A LAMC2 SERPINE1 SPARC BST2 TREM2 PLAU FN1 MMP14 KIF14 PDGFRB ANGPT2 PDPN CORO1C PLCG1 PLXNA1 MET F2R ARHGAP4 APC ARF6 DAPK2 TIMP1 SST PTK2B STC1 CCL26 CCL3 CCL5 CXCL10 LGALS3 P2RX4 HGF IGFBP3 SERPINE2 VSIR SPHK1 PTGER4 SMAD7 PROX1 RHOC SULF1 TDGF1 PAK1 CITED2 SEMA7A NUMB WNT5A SEMA3F SEMA4G SEMA5B DLG5 SEMA4C GPER1 HMOX1 NOS3 DACH1 RGCC MAPK15 HYAL2 KANK1 ITGB1BP1 ZP3 F2RL1 HDAC7 ANXA3 ADAMTS9 PLXNA2 PLXNB1 PLXNA3 PLXND1 GAB1 SYNJ2BP FOXC2 SGK1 MAP4K4 WASL THY1 NSMF SRCIN1 CEMIP TP53INP1 ACVR1C INSR ACVR1B IFITM1 NEDD9 GCNT2 MST1L CSNK2B KRT16 GTPBP4 CCL4 MGAT5 DDT TRIP6 CDH13 XCL2 APPL2 PBLD FGF9 KIT SUN2 PLPP3 EPB41L4B PTP4A1 IL6R PDGFB FGR TACSTD2 CXCL8 SEMA6A SOX9 KLF4 AGO2 DUSP10 SH3BP1 SNAI1 BMP2 PADI2 MTUS1 PTPRU AMOTL2 BMP4 LEF1 SGK3 FRMD5 ARPIN PTPRR"
"1","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","0.03026851","1.6101060000000003","0.321","0.197","CASP10 FASLG BST2 ECT2 F2R RIPK2 LGALS1 TMEM9B PINK1 TNFRSF1A IL1RN PRKCB ECM1 GSTP1 CPNE1 TNFSF10 RHOC RIOK3 WNT5A TNFAIP3 HMOX1 RIPK1 NOD2 F2RL1 NLRP12 LPAR1 LIME1 IRAK1 TNFRSF19 CARD9 DDX21 PPM1A VAPA ALPK1 TAB2 TRAF5 TRAF3IP2 C18orf32 NEK6 TNIP1 TRIM59"
"1","GO:0097190","apoptotic signaling pathway","0.02346218","1.6101060000000003","0.089","0.229","TP53 SORT1 CASP3 BID CASP10 FAS FASLG BAK1 INHBA CRADD E2F1 BCL2L11 TNFRSF1A P2RX4 BAD BCL2A1 SST TNFRSF10A CD27 IL6R CDKN1A CEBPB BCL2 PRKDC DYRK2 AEN DDIT4 FNIP2 RPS27L BCL2L2 CRIP1 TLR3 PMAIP1 BMF RIPK1 PPP1R13B ITGAM BRSK2 CD38 HIP1 ACVR1B GSKIP TRIB3 GABARAP"
"1","GO:0030335","positive regulation of cell migration","0.0008407722","1.6060400000000004","0.612","-0.156","COL1A1 MMP9 FAM107A LAMC2 SERPINE1 SPARC TREM2 PLAU FN1 MMP14 PDGFRB PDPN PLCG1 MET F2R APC ARF6 DAPK2 PTK2B CCL26 CCL3 CCL5 CXCL10 LGALS3 P2RX4 HGF VSIR IL6R KIT FGF9 SPHK1 PROX1 RHOC TDGF1 PAK1 SEMA7A NUMB WNT5A SEMA3F SEMA4G SEMA5B SEMA4C GPER1 HMOX1 NOS3 ITGB1BP1 ZP3 F2RL1 HDAC7 ANXA3 GAB1 FOXC2 MAP4K4 THY1 NSMF CEMIP INSR ACVR1B NEDD9 GCNT2 CCL4 MGAT5 TRIP6 CDH13 XCL2 PDGFB FGR CXCL8 SEMA6A SOX9 AGO2 SNAI1 BMP2 SUN2 BMP4 LEF1 PLPP3 EPB41L4B PTP4A1"
"1","GO:0030336","negative regulation of cell migration","0.0322112","1.602289999999999","0.436","0.203","GREM1 COL3A1 SERPINE1 BST2 ANGPT2 CORO1C ARHGAP4 TIMP1 STC1 IGFBP3 TACSTD2 KLF4 DUSP10 PTGER4 DACH1 SMAD7 SULF1 CITED2 DLG5 HMOX1 RGCC MAPK15 HYAL2 ITGB1BP1 KANK1 ADAMTS9 SYNJ2BP WASL THY1 TP53INP1 ACVR1C IFITM1 CSNK2B KRT16 GTPBP4 DDT PBLD PADI2 PTPRU ARPIN PTPRR"
"1","GO:0045596","negative regulation of cell differentiation","0.000633647","1.5986870000000002","0.264","0.077","ADAMTS12 GREM1 COL3A1 INHBA COL5A1 MMP9 COL5A2 E2F1 FOXO4 LOXL3 CORO1C PDCD4 ZADH2 DNMT1 GFI1 TRIM46 XDH PTK2B CCL3 F2 LDLR ASXL1 CNTN4 TLR3 SMAD7 MAD2L2 BHLHE41 TWIST1 NOTCH4 SIX4 SEMA7A RUNX1 WNT5A SEMA3F SEMA4G SEMA5B SEMA4C GPER1 EFNA5 AP1AR KANK1 ITGB1BP1 HDAC7 WNT7A PTPRO BDNF GAK THY1 ITM2C LPAR1 ADCY6 STMN2 TRPV4 GPR55 CTLA4 ZC3H8 FOXA1 CBFB PRMT1 ZBTB7B ID2 APPL2 ID3 PBLD CCDC85B TRIB3 NBR1 ENPP1 CETP VASN FBN1 MYC IRF1 NFKBIA SMAD4 PDGFB BMP7 DKK1 TACSTD2 SEMA6A FGF9 SOX9 BMP2 BMP4"
"1","GO:0051093","negative regulation of developmental process","0.00002724329","1.596576","0.139","-0.225","PGK1 FASLG ADAMTS12 COL4A2 GREM1 COL3A1 INHBA COL5A1 LOXL2 MMP9 COL5A2 SERPINE1 SPARC RPS6KA6 E2F1 FOXO4 LOXL3 CORO1C PDCD4 ZADH2 DNMT1 PINK1 GFI1 TRIM46 CTNNB1 TIMP1 XDH PTK2B CCL3 CXCL10 ECM1 IRF1 TACSTD2 DUSP10 FGF9 LDLR ASXL1 CDKN1A GDF15 BDNF CNTN4 EFNA3 THBS2 RBP4 TLR3 SMAD7 MAD2L2 BHLHE41 TWIST1 NOS3 SULF1 GPER1 SIX4 NOTCH4 WT1 SEMA7A WNT5A RUNX1 SEMA3F SEMA4G SEMA5B SEMA4C RGCC ITGB1BP1 EFNA5 AP1AR KANK1 HDAC7 ADAMTS9 SYNJ2BP WNT7A PTPRO GAK THY1 ITM2C LPAR1 ADCY6 STMN2 TRPV4 GPR55 CTLA4 ZC3H8 ACVR1C FOXA1 CBFB PRMT1 ZBTB7B ID2 CDH3 NKD1 APPL2 ID3 PBLD CCDC85B TRIB3 NBR1 ENPP1 CETP VASN FBN1 ARPIN BMP2 DKK1 LFNG WWC3 BRCA2 BMP4 PDGFB RBL1 NFKBIA F2 MYC SMAD4 BMP7 ROBO2 SEMA6A SOX9 KLF4"
"1","GO:1904951","positive regulation of establishment of protein localization","0.003492267","1.591108","0.41","-0.37","TP53 BID E2F1 ECT2 ERBB2 F2R RIPK2 PINK1 CCL3 RAN ANG FGR BCL2 CEMIP IL1A MBP RBP4 PTGER4 SCAMP5 MCU C2CD2L FZD5 CCT2 CCT5 CCT3 CCT7 TCF7L2 RFX6 TWIST1 PMAIP1 MIEF2 PDCD5 GPER1 UBE2L3 LEPROT WNT5A RGCC DKC1 CCT6A CCT4 CNST ZPR1 PPP1R13B CHP1 RHOU NPEPPS ANK3 HYAL2 XPO4 PSEN1 CHP2 ITGB1BP1 ITGAM GOLPH3L TRIM16 NOD2 ORM1 ANO1 F2RL1 CLEC5A NLRP12 PTP4A3 BAD IPO5 ISL1 MMP8 SOX4"
"1","GO:0033993","response to lipid","0.0006878055","1.587692","0.182","0.616","PCK1 FAM107A SERPINE1 RORC WNT2 PPARGC1A ABL2 PTK7 PDCD4 F2R CD80 ADCY3 PMEPA1 MAPKAPK3 MICB GOT1 CXCL1 SCGB2A1 CXCL11 IL1RN CXCL8 PPBP ASXL1 TNFRSF11A CCNE1 THRB GSTP1 ATP1A1 RBP4 PTGER4 NOS3 GPER1 UBE2L3 SSTR5 KLF9 VPS4B WNT5A WNT7B TNFAIP3 RUVBL2 TRIM16 NOD2 ANXA3 PID1 ADCY6 LTK PTGER2 TMEM161A SOCS2 PDK4 IRAK1 FOXA1 TESC IL18 VDR CSNK2B CD68 AKR1C2 TRIP4 PADI2 BMP4 GNG2 CXCL5 PPARGC1B PALM3 NCOA1 GRAMD1A CYP24A1 SHPK GRAMD1C SCD BCL2L11 GFI1 SPP1 CTNNB1 PTK2B CCL3 CCL5 CXCL10 BMP7 RAN IFNAR1 SOX9 ISL1 GNG12"
"1","GO:0032103","positive regulation of response to external stimulus","0.02966282","1.5751039999999994","0.475","-0.311","SERPINE1 MET TNFRSF1A CCL5 PDCD4 MGST2 MMP8 CCL3 PTK2B F2 DAPK2 P2RX4 CCL26 CXCL10 NFKBIA S100A9 CXCL8 IL6R PDGFB F12 KLKB1 TNFRSF11A SNX4 PTGER4 TLR3 WNT5A HYAL2 ITGAM NOD2 ZP3 F2RL1 NLRP12 IL23A IL18 CCL4 DDT DDX60 CDH13 XCL2 OSMR TNIP1 KLK7 PDGFRB TREM2 TNFSF11"
"1","GO:0042127","regulation of cell proliferation","1.982874e-8","1.5653810000000006","0.282","-0.095","TP53 KRAS GREM1 INHBA MMP9 LAMC2 MMP12 SPARC IL11 WNT2 FAP NOX4 FN1 SCIN CDC25B CCNF CCNG1 CDC6 E2F1 ABL2 FOXO4 KIF14 PDGFRB APLN PDPN ERBB2 PLCG1 PDCD4 F2R HMGN5 CD80 EIF5A2 UHRF1 CD276 SHCBP1 CCNB1 CDK4 RECQL4 DNMT1 EZH2 PRC1 CDKN2A APC CLEC11A COL18A1 IGFBP7 NME1 CTNNB1 TIMP1 VIP XDH FLT3LG IL7 SST GNG5 TNFSF9 PRKDC RBP4 INSM1 TCF7L2 PROX1 SULF1 PDCD5 SSTR5 KLF9 TDGF1 PAK1 WT1 SIX4 WNT5A DLG5 TFAP4 GPER1 TNFAIP3 HMOX1 GPX1 NOS3 TFAP2A GNL3 RGCC MAPK15 NOP2 LIF CHP2 ITGB1BP1 NOD2 ZP3 IL1A BTG1 PPP1R16B PLXNB1 SYNJ2BP WNT7A SGK1 ZNF335 PID1 NEURL1 P3H1 BCL2 KDM1A SH3RF1 GSTP1 CD38 FTH1 FGF20 CTLA4 CLCF1 SLC9A3R1 AXIN2 DHRS2 TP53INP1 VAV3 MNDA IKZF3 CD3E ACVR1C SFRP4 SCX SPHK1 TGFA INSR IFITM1 TESC TNFSF13 IL23A BAMBI IL18 PRMT1 GCNT2 VDR ZBTB7B MST1L CEBPB CSNK2B ID2 CDKN2B CDKN1A CCNG2 CCNJ CCNJL CCNO GTPBP4 CCNE1 CCND1 GATA6 BIRC7 HPSE KITLG AKR1C2 CDH13 TNFRSF11A CDH3 JAG2 APPL2 PBLD TCFL5 FGF9 KIT VSIR PTPRU SGK3 BMP2 BRCA2 DUSP10 IGFBP3 SIX2 TBX20 LEF1 BMP4 PDGFB IL6R DERL2 S100A11 CXCL8 CDC123 TBRG4 IRF1 KRT6A CXCR2 CHRNA7 PTK2B CCL26 CCL5 CXCL1 CXCL10 CXCL11 CXCL5 LGALS3 AREG MYC BMP7 ANG BAD ECM1 SOX9 FGFR2 KLF4 SOX4 FOSL1 CHRM1 PPM1D CCPG1 OSMR SAPCD2 CBFA2T3 DNAJA3 CGRRF1 AZGP1 MXI1 EPCAM CD164 CGREF1 TMEM127 ZBTB7C MZB1 PDF EAPP"
"1","GO:0040017","positive regulation of locomotion","0.001085363","1.5623180000000008","0.385","-0.286","PC COL1A1 MMP9 FAM107A LAMC2 SERPINE1 SPARC TREM2 PLAU FN1 MMP14 PDGFRB PDPN PLCG1 MET F2R APC ARF6 DAPK2 PTK2B CCL26 CXCL8 FGR VSIR KIT FGF9 INSR SPHK1 CEMIP PROX1 TWIST1 NOS3 RHOC GPER1 VPS4B CHMP3 CHMP2B TDGF1 PAK1 SEMA7A WNT5A NUMB SEMA3F SEMA4G SEMA5B SEMA4C HMOX1 ITGB1BP1 ZP3 F2RL1 HDAC7 ANXA3 GAB1 FOXC2 MAP4K4 THY1 NSMF ACVR1B NEDD9 GCNT2 CCL4 MGAT5 VAPA TRIP6 CDH13 XCL2 SUN2 PLPP3 EPB41L4B PTP4A1 BMP2 LEF1 BMP4 PDGFB IL6R LGALS3 CXCL10 CCL3 CCL5 P2RX4 HGF SEMA6A SOX9 AGO2 SNAI1"
"1","GO:2000146","negative regulation of cell motility","0.0426595","1.558167","0.419","0.141","GREM1 COL3A1 SERPINE1 BST2 ANGPT2 CORO1C ARHGAP4 TIMP1 STC1 IGFBP3 DUSP10 PTGER4 DACH1 SMAD7 SULF1 CITED2 DLG5 HMOX1 RGCC MAPK15 HYAL2 ITGB1BP1 KANK1 ADAMTS9 SYNJ2BP WASL THY1 TP53INP1 ACVR1C IFITM1 CSNK2B KRT16 GTPBP4 DDT PBLD PADI2 PTPRU FRMD5 ARPIN PTPRR TACSTD2 KLF4"
"1","GO:0008284","positive regulation of cell proliferation","0.00004703342","1.557357000000001","0.454","-0.101","KRAS GREM1 MMP9 LAMC2 MMP12 IL11 WNT2 FN1 CDC25B CCNF CCNG1 E2F1 KIF14 PDGFRB APLN ERBB2 PLCG1 F2R HMGN5 CD80 EIF5A2 CCL26 ANG VIP AREG ECM1 PRC1 CLEC11A FLT3LG GNG5 KIT FGF9 TNFRSF11A GATA6 CCNE1 CDKN1A TNFSF9 INSR SPHK1 BCL2 NOP2 PROX1 INSM1 TCF7L2 GPER1 TDGF1 PAK1 WNT5A HMOX1 MAPK15 LIF CHP2 ITGB1BP1 NOD2 ZP3 PPP1R16B WNT7A ZNF335 PID1 KDM1A CD38 FGF20 CLCF1 VAV3 CD3E SCX TGFA TNFSF13 IL23A BAMBI IL18 PRMT1 GCNT2 MST1L ID2 CCNG2 CCNJ CCNJL CCNO CCND1 HPSE KITLG AKR1C2 CDH13 CDH3 BMP2 SIX2 TBX20 LEF1 BMP4 PDGFB IL6R DERL2 CDC123 TBRG4 KRT6A CXCL5 FOSL1 CHRM1 CCPG1 OSMR SAPCD2 EPCAM PDF EAPP BAD TIMP1 PTK2B CD276 CCNB1 CDK4 RECQL4 DNMT1 EZH2 NME1 CTNNB1 IL7 CXCR2 CHRNA7 CCL5 MYC SOX9 FGFR2 SOX4"
"1","GO:2000147","positive regulation of cell motility","0.002054456","1.5519099999999997","0.574","-0.148","COL1A1 MMP9 FAM107A LAMC2 MMP14 SEMA6A SNAI1 HGF CCL3 PTK2B ARF6 AGO2 DAPK2 P2RX4 CCL26 CXCL10 LGALS3 CXCL8 FGR IL6R PDGFB BMP4 LEF1 BMP2 VSIR KIT FGF9 INSR SPHK1 CEMIP PROX1 TWIST1 NOS3 RHOC GPER1 TDGF1 PAK1 SEMA7A WNT5A NUMB SEMA3F SEMA4G SEMA5B SEMA4C HMOX1 ITGB1BP1 ZP3 F2RL1 HDAC7 ANXA3 GAB1 FOXC2 MAP4K4 THY1 NSMF ACVR1B NEDD9 GCNT2 CCL4 MGAT5 TRIP6 CDH13 XCL2 SUN2 PLPP3 EPB41L4B PTP4A1 CCL5 PDPN APC MET SOX9 F2R SERPINE1 SPARC TREM2 PLAU FN1 PDGFRB PLCG1"
"1","GO:0022407","regulation of cell-cell adhesion","0.0130843","1.5512650000000006","0.135","-0.251","TNFSF11 LOXL3 PDPN CD80 BMP7 CD276 IL7 IL1RN LGALS3 IRF1 IL6R BMP4 LEF1 DUSP10 BMP2 SERPINE2 VSIR CEBPB TNFSF9 MBP PIEZO1 SMAD7 MAD2L2 PAK1 EPHA7 CITED2 RUNX1 DLG5 RGCC ANK3 EFNA5 NOD2 ZP3 EPHB3 THY1 TRPV4 CD44 CTLA4 ZC3H8 IRAK1 CD3E FOXA1 IL23A IL18 CBFB GCNT2 ZBTB7B GTPBP4 PLPP3 PTPRU EPCAM PAG1 ADAM19 HSPH1 GRAP2 ADA CCL5 KLF4"
"1","GO:0001933","negative regulation of protein phosphorylation","0.0130843","1.5512650000000006","0.542","0.421","GREM1 RPS6KA6 XDH GPD1L APC CORO1C PLK1 PDCD4 PMEPA1 SEMA6A TIMP3 SMAD4 MYC BMP7 PINK1 CDKN2A IPO5 EPHB2 GBA BMP4 IGFBP3 DUSP10 DKK1 CDKN1A GSTP1 PRKDC DDIT4 SMAD7 INSM1 TWIST1 GPER1 TFAP4 CHP1 HYAL2 ITGB1BP1 F2RL1 NLRP12 SYNJ2BP IMPACT PID1 THY1 SRCIN1 CALM1 SLC9A3R1 HEXIM1 TAOK3 GSKIP PBLD TRIB3 ENPP1 PLPP3 PTPRR TRIM27 PRKAR2B GNAQ DUSP4 INPP5J TNIP1"
"1","GO:1903532","positive regulation of secretion by cell","0.02988502","1.5409220000000001","0.573","-0.175","INHBA TNFSF11 F2R STX1A RIPK2 PDCD6IP SPP1 VIP CCL3 CYP19A1 MMP8 ANG BAD FGR MBP IL1A SNX4 CD177 RBP4 SOX4 ISL1 SMPD3 PTGER4 SCAMP5 MCU C2CD2L FZD5 TCF7L2 RFX6 TWIST1 GPER1 VPS4B RAB27B RAB27A WNT5A RGCC HYAL2 ITGAM GOLPH3L TRIM16 NOD2 ORM1 TFR2 ANO1 ZP3 F2RL1 RAB15 CLEC5A NLRP12"
"1","GO:0051047","positive regulation of secretion","0.02487465","1.5390719999999993","0.461","-0.361","INHBA TNFSF11 SCIN F2R STX1A RIPK2 SOX4 MMP8 ISL1 SPP1 CCL3 P2RX4 ANG VIP BAD FGR TNFRSF11A IL1A PDCD6IP CYP19A1 MBP SNX4 CD177 RBP4 SMPD3 PTGER4 SCAMP5 MCU C2CD2L FZD5 TCF7L2 RFX6 TWIST1 GPER1 VPS4B RAB27B RAB27A WNT5A RGCC HYAL2 ITGAM GOLPH3L TRIM16 NOD2 ORM1 TFR2 ANO1 ZP3 F2RL1 RAB15 CLEC5A NLRP12"
